# 1=icoll 2=c_rotation 3=s 4=x 5=xp 6=y 7=yp 8=nabs 9=np 10=ntu
  37 2.349 0.300128    1.3880605e+00   -1.0418054e-02   -1.4970377e+00    1.3609452e-02  1   106    8
  29 1.571 0.481603   -1.5035271e+00    1.5842325e-02   -1.1501995e+00   -2.0161239e-02  1   112    9
  29 1.571 0.214695   -1.4683685e+00    1.9253106e-02   -1.1169092e+00   -2.2886959e-02  1   133    9
  29 1.571 0.144165   -1.4451711e+00    1.7233962e-02   -1.1708572e+00   -1.9571864e-02  1   138    9
  30 0.000 0.172192    1.5618415e+00   -1.9626556e-02   -8.4131492e-01   -1.5762057e-02  1   109    9
  30 0.000 0.149582    1.7786832e+00   -2.7554682e-02   -7.4872223e-01   -1.3640752e-02  1   127    9
  30 0.000 0.322834    1.5689130e+00   -2.1642252e-02   -1.0993125e+00   -1.9907325e-02  1   128    9
  30 0.000 0.536157    1.5634091e+00   -4.2369030e-02   -1.0082594e+00   -9.2630426e-03  1   149    9
  30 0.000 0.561578   -1.5258306e+00    2.1317435e-02   -8.8412020e-01    2.6529445e-02  1   156    9
  30 0.000 0.340113    1.5550183e+00   -4.7131018e-02   -8.5326414e-01    1.4373584e-02  1   161    9
  31 2.215 0.099156    1.4921648e+00   -2.4659992e-02   -7.0824077e-01   -1.5840820e-02  1   102    9
  31 2.215 0.459373    1.5466380e+00    6.0996681e-04   -1.0864945e+00   -2.7839409e-02  1   126    9
  31 2.215 0.095662    1.5396239e+00   -2.4849460e-02   -7.3500389e-01   -8.0963773e-03  1   129    9
  37 2.349 0.123128    1.5289584e+00   -1.7854202e-02   -1.4926633e+00   -1.1729723e-02  1   147   11
  30 0.000 0.119998    1.5285420e+00   -2.3261643e-02    1.0200294e-01   -5.3784664e-03  1   118   17
  30 0.000 0.320867   -1.5375057e+00    1.9495664e-02   -3.3484353e-01   -4.1659100e-04  1   121   17
  30 0.000 0.054516    1.5346674e+00   -2.1110475e-02    4.3125835e-02   -7.0092426e-03  1   153   17
  30 0.000 0.164936    1.5813970e+00   -1.7936827e-02    1.2714589e-01   -6.7558482e-03  4   157   17
  33 2.505 0.267767   -2.5652093e+00   -6.1201310e-02    1.7234161e-01   -5.1945048e-03  1   157   17
  34 0.710 0.689239   -1.5068999e+00   -2.4708848e-02   -1.5780195e+00    2.1291309e-02  1   135   18
  34 0.710 0.530355   -1.5973230e+00   -2.9062889e-02   -1.5040391e+00    2.1989439e-02  1   117   21
  30 0.000 0.107755    1.5242194e+00   -2.0162356e-02   -2.8973714e-01   -6.4055308e-03  1   113   22
  34 0.710 0.006583   -1.5734445e+00   -2.9401725e-02   -1.5658629e+00    2.6302368e-02  1   160   24
  31 2.215 0.018565    1.2838822e+00   -2.2193707e-02   -6.6065664e-01   -1.8788861e-02  1   143   27
  31 2.215 0.403975    1.2410071e+00   -2.5185095e-02   -7.5562167e-01   -1.7336820e-02  1   144   27
  30 0.000 0.169843   -1.7421208e+00   -7.8935866e-03   -4.8859131e-01   -1.9042222e-02  1   103   29
  30 0.000 0.040471    1.5186932e+00   -2.2138263e-02    8.2493202e-02   -4.6772728e-04  1   205    1
  30 0.000 0.198709    1.5164275e+00   -3.0418224e-02    3.4926297e-03   -2.9487368e-02  1   207    1
  30 0.000 0.073533    1.5170415e+00   -5.2190146e-03   -9.8714247e-02   -3.1276615e-02  1   211    1
  30 0.000 0.091172   -1.5170025e+00    1.9986204e-02    1.0055669e-01    2.5916209e-03  1   212    1
  30 0.000 0.008555    1.5172069e+00   -2.0108897e-02    3.4488872e-01    3.6126446e-03  1   213    1
  30 0.000 0.227182    1.5169425e+00   -2.0283952e-02   -1.8934092e-01   -5.3576760e-03  1   214    1
  30 0.000 0.109997   -1.5159554e+00    2.9614707e-02    6.5116914e-02   -1.5479608e-03  1   216    1
  30 0.000 0.278708    1.5188100e+00   -1.9271266e-02    1.2196407e-01   -2.2717851e-02  1   221    1
  30 0.000 0.023816   -1.5238392e+00    2.0933855e-02    2.0819882e-01    4.3091907e-03  1   223    1
  30 0.000 0.057391   -1.5166166e+00    2.1823813e-02    5.3872287e-02    2.5081033e-04  1   226    1
  30 0.000 0.264305   -1.5187050e+00   -2.4935273e-02    1.2478747e-01   -9.2776469e-02  1   227    1
  30 0.000 0.131435   -1.5171702e+00    3.5885469e-02   -1.9351171e-01    9.3386257e-03  1   229    1
  30 0.000 0.190135   -1.5198258e+00    2.0396335e-02    5.3008100e-02    6.0601099e-04  1   230    1
  30 0.000 0.152245    1.5194580e+00   -2.2097629e-02    7.2045802e-02    6.5950894e-03  1   234    1
  30 0.000 0.073880    1.5147312e+00   -1.9088629e-02   -4.1569009e-01   -3.4514188e-03  1   239    1
  30 0.000 0.057420   -1.5155371e+00    1.9992423e-02   -1.5055923e-01    1.6347636e-03  1   241    1
  30 0.000 0.008454    1.5152696e+00   -2.0741728e-02   -2.1375900e-01   -1.6858532e-03  4   249    1
  30 0.000 0.004289    1.5165261e+00   -1.9562810e-02    4.9120643e-01    8.1428395e-03  1   250    1
  30 0.000 0.198692    1.5165460e+00   -1.9763602e-02   -2.2095824e-02   -1.6817432e-03  1   253    1
  30 0.000 0.187698   -1.5174720e+00    2.1828606e-02    2.7893487e-01    2.5348776e-03  1   254    1
  30 0.000 0.158148   -1.5154236e+00    2.1340359e-02   -4.2528637e-02    3.1893205e-03  1   255    1
  30 0.000 0.160881   -1.5164411e+00    1.7555327e-02    2.8858814e-01   -4.7700531e-04  1   256    1
  30 0.000 0.022333   -1.5175438e+00    2.0726187e-02    1.7364988e-01    2.6372341e-03  1   257    1
  33 2.505 0.035104   -4.6741578e+00   -9.3211163e-02    1.6617815e+00   -9.4201179e-03  1   235    1
  34 0.710 0.107386    1.7528010e+00    1.9207678e-02    2.0447724e+00   -1.2438484e-02  1   210    1
  34 0.710 0.356773    1.4341507e+00    1.3070520e-02    2.7527237e+00   -1.0287810e-02  1   249    1
  37 2.349 0.035366   -1.7833891e+00    1.6404846e-02    2.0320275e+00    1.6850205e-02  1   243    1
  38 0.808 0.938990   -2.0475458e-01   -2.0321792e-02   -2.5428248e+00   -3.0293821e-02  1   232    1
  30 0.000 0.147413   -1.5854902e+00    2.5236799e-02   -2.0180548e-01   -6.7846329e-03  1   209    3
  30 0.000 0.112206    1.6155199e+00   -2.0839768e-02   -1.6564086e-01   -6.8752645e-03  1   247    4
  30 0.000 0.064330   -1.5722845e+00    1.8033634e-02    3.5565846e-01    1.8461319e-03  1   261    4
  39 2.470 0.401906    2.0811731e+00    4.4229029e-02   -1.7083658e+00    2.4667781e-02  1   260    4
  30 0.000 0.466007    1.5223946e+00   -2.7590604e-02    4.1953878e-02    2.3676813e-02  1   201    6
  30 0.000 0.091863   -1.5451312e+00    2.0830937e-02    4.3658423e-02   -1.8027134e-03  1   218    6
  30 0.000 0.223669    1.5492352e+00   -2.3822050e-02    2.7723182e-01    2.0437969e-03  1   240    6
  30 0.000 0.338223    1.5416496e+00   -2.1309272e-02    1.5079040e-01   -1.6938846e-03  1   242    6
  30 0.000 0.051896    1.5707612e+00   -2.1495528e-02   -4.2449376e-01   -6.7034514e-03  1   259    6
  34 0.710 0.196441   -3.3250315e+00   -3.6882903e-02    5.0229316e-01    3.5020550e-03  1   225    6
  34 0.710 0.591230   -1.5963506e+00   -5.8614017e-02   -1.6881227e+00    1.2523105e-02  1   264    8
  37 2.349 0.533500    1.3842397e+00   -1.8820823e-02   -1.3633009e+00   -1.2666417e-02  1   236    8
  30 0.000 0.155443    1.5741385e+00   -1.9988433e-02   -9.1179923e-01   -1.8899619e-02  1   202    9
  30 0.000 0.283761   -1.6097893e+00    1.8752563e-02   -9.5304449e-01   -1.5068534e-02  1   219    9
  30 0.000 0.501994    1.5691316e+00   -2.0339680e-02   -6.3552203e-01   -1.7120639e-02  4   220    9
  30 0.000 0.330260    1.5793178e+00   -1.8207282e-02   -9.9957548e-01   -2.0686391e-02  1   245    9
  30 0.000 0.570982    1.5613616e+00   -3.3393073e-02   -6.9382207e-01   -1.3685215e-02  1   246    9
  30 0.000 0.372990    1.5780774e+00   -2.3593907e-02   -6.5340537e-01   -1.2106958e-02  1   262    9
  31 2.215 0.058426    1.5651802e+00   -1.9485185e-02   -1.1535132e+00   -1.7796697e-02  1   206    9
  31 2.215 0.142959    1.6386574e+00    4.0186047e-02   -6.1963893e-01    9.1225255e-03  1   220    9
  31 2.215 0.072766    1.3420172e+00   -1.3869792e-02   -9.9385098e-01   -1.3274134e-02  1   222    9
  30 0.000 0.058692   -1.6333978e+00    1.4239430e-02   -7.4715709e-01   -1.0709562e-02  1   251   10
  30 0.000 0.041427    1.5377638e+00   -2.0468975e-02    1.7398201e-01   -2.5206423e-03  1   215   14
  30 0.000 0.256296    1.5431958e+00   -2.6382372e-02   -4.1472766e-02   -6.5738629e-03  1   238   14
  30 0.000 0.157613    1.5472071e+00   -1.9456863e-02    2.6567005e-01   -1.1032869e-04  1   258   14
  30 0.000 0.349967    1.5153271e+00   -1.7296347e-02    5.4198930e-03   -5.7728601e-03  1   263   17
  30 0.000 0.149308    1.5798631e+00   -2.1109556e-02   -6.3966220e-01   -1.2511594e-02  1   252   27
  31 2.215 0.181537    1.2434386e+00   -3.8042274e-02   -6.8384404e-01   -1.8695199e-02  1   233   27
  31 2.215 0.226231    1.1393872e+00   -2.2563389e-02   -8.3773011e-01   -1.9450401e-02  1   203   40
  31 2.215 0.128421    1.1152647e+00   -2.1345034e-02   -9.7409029e-01   -2.2891748e-02  1   224   40
  31 2.215 0.373309    1.0791934e+00   -7.1456327e-02   -8.2766044e-01   -2.4020116e-02  1   228   40
  31 2.215 0.188041    1.1891165e+00   -2.1946138e-02   -8.0229675e-01   -1.8329053e-02  1   231   40
  31 2.215 0.364675    1.0275919e+00   -1.8119868e-02   -1.0696077e+00    5.2808457e-03  1   248   40
  32 2.463 0.082063    1.1508363e+00    3.9998669e-03   -2.4824102e+00   -3.9582441e-02  1   204   40
  31 2.215 0.114762    1.4040755e+00   -2.2076928e-02   -6.4410966e-01   -1.5567829e-02  1   208   43
  31 2.215 0.049992    1.4019583e+00   -2.2538088e-02   -6.0905948e-01   -1.8268991e-02  1   217   43
  31 2.215 0.185197    1.3670729e+00   -2.2413818e-02   -7.2246016e-01   -1.5043543e-02  1   244   43
  30 0.000 0.096816   -1.5217946e+00    2.0540674e-02   -2.8112082e-01   -3.4278510e-03  1   302    1
  30 0.000 0.124555    1.5210575e+00   -1.5580395e-02   -5.0652372e-02    4.2494191e-03  1   308    1
  30 0.000 0.034378    1.5179880e+00   -2.0886897e-02   -1.9693433e-01   -3.0338893e-03  1   309    1
  30 0.000 0.180030    1.5188044e+00   -2.4786041e-02    4.6183906e-01    1.6226530e-02  1   312    1
  30 0.000 0.218264    1.5173309e+00   -2.0909490e-02   -9.2657088e-02   -3.0047473e-04  1   314    1
  30 0.000 0.009453    1.5247804e+00   -2.0522624e-02   -1.6282418e-01   -5.5138169e-03  4   315    1
  30 0.000 0.047043   -1.5227303e+00    2.2211955e-02    1.1807533e-01    3.7826699e-03  1   318    1
  30 0.000 0.061984   -1.5172242e+00    1.9924152e-02    2.1527291e-01    2.3953944e-03  1   321    1
  30 0.000 0.096841   -1.5213943e+00    1.8940831e-02    2.7337434e-01    1.5565483e-03  1   325    1
  30 0.000 0.001623   -1.5182782e+00    1.9424615e-02    1.3118993e-01   -1.8639031e-03  1   326    1
  30 0.000 0.124459   -1.5160248e+00    1.9912351e-02    4.2502325e-01    7.3354443e-03  1   328    1
  30 0.000 0.026847    1.5196178e+00   -2.0287230e-02    5.6110948e-02    1.4693772e-03  1   332    1
  30 0.000 0.168296   -1.5200636e+00    1.9418660e-02    1.9476606e-01    1.1617549e-03  1   335    1
  30 0.000 0.069103   -1.5186279e+00    2.0234759e-02    2.5005086e-02    2.9164958e-03  1   341    1
  30 0.000 0.081218    1.5157292e+00   -2.2356398e-02   -1.8572123e-01   -3.2703679e-03  1   345    1
  30 0.000 0.108780   -1.5230268e+00    2.0845313e-02   -1.0950429e-01   -5.6322402e-04  1   347    1
  30 0.000 0.294818   -1.5185355e+00    1.4764564e-02   -2.8717286e-01    1.0255115e-02  1   350    1
  30 0.000 0.166256   -1.5197121e+00    2.0715757e-02    5.5723142e-02    1.1912724e-03  1   353    1
  30 0.000 0.058420    1.5156838e+00   -1.9762881e-02    3.7413998e-01    4.2371390e-03  1   355    1
  30 0.000 0.041108   -1.5229836e+00    2.1925688e-02    2.6284506e-01    2.8481703e-03  1   356    1
  30 0.000 0.558016   -1.5231332e+00   -7.4765482e-03   -1.4680477e-01   -2.9990047e-02  1   361    1
  30 0.000 0.087143    1.5173857e+00   -1.9324221e-02   -1.1439819e-01    1.2605686e-03  1   362    1
  32 2.463 0.398924    1.8811077e+00    6.3195522e-03   -6.4244753e-01   -8.9723903e-03  1   313    1
  33 2.505 0.627860   -6.5555306e+00   -1.2573343e-01   -8.8374067e-01   -3.3076415e-03  1   315    1
  33 2.505 0.397097    4.8194755e+00    9.7198449e-02   -1.5827159e+00    1.5423794e-02  1   330    1
  40 0.897 0.258701   -2.8307071e+00   -4.6364051e-02   -1.3224324e+00    2.9455574e-02  4   339    1
  42 0.009 0.164459   -5.6440638e+00   -1.2179240e-03   -1.3959591e+00   -2.0288843e-02  1   339    1
  30 0.000 0.118726   -1.6279467e+00    2.4774638e-02   -3.9057707e-02   -4.5335840e-04  1   346    3
  30 0.000 0.304302   -1.5380249e+00    1.9481484e-02    1.6307371e-01    8.9418875e-03  1   351    4
  30 0.000 0.029105    1.6111554e+00   -2.0745279e-02    1.3207264e-02   -3.3207278e-03  1   364    4
  39 2.470 0.644776   -1.6990232e+00   -7.5270469e-02    2.4393111e+00   -2.8774383e-02  1   349    4
  30 0.000 0.136621    1.5784040e+00   -2.3272219e-02   -1.3184759e-02    3.5990211e-03  1   322    6
  30 0.000 0.181571    1.5171693e+00   -2.4461320e-02   -3.0746761e-01   -4.4920156e-03  1   329    6
  30 0.000 0.123986    1.5740423e+00   -2.3051095e-02   -2.2040552e-02    7.4281265e-04  1   344    6
  30 0.000 0.132549    1.5360621e+00   -2.4339932e-02    1.3759033e-01    5.3136315e-03  1   348    6
  30 0.000 0.057463    1.5391111e+00   -2.2930564e-02   -4.5050942e-02    2.4619490e-03  1   352    6
  30 0.000 0.057753    1.6229990e+00   -2.4106922e-02    8.0630666e-02    2.2970097e-03  1   359    6
  30 0.000 0.278047    1.5180257e+00   -2.1681455e-02    1.9898739e-01    3.0041956e-04  1   360    6
  34 0.710 0.281195   -1.6417639e+00   -5.1098024e-02   -1.4494658e+00    7.4374739e-03  1   303    8
  36 0.000 0.076286    2.7914416e+00   -1.3016135e-02   -2.4734960e+00   -2.1101180e-02  1   316    8
  29 1.571 0.279205   -1.4936742e+00    1.9243704e-02   -1.1461329e+00   -1.8166671e-02  1   338    9
  30 0.000 0.130805    1.5737810e+00   -2.2205481e-02   -8.0534037e-01   -1.5281916e-02  1   306    9
  30 0.000 0.082434    1.5708492e+00    2.7199945e-02   -5.0869477e-01   -5.2948385e-02  1   307    9
  30 0.000 0.341637    1.5527673e+00   -2.4077100e-03   -7.0923895e-01    1.0454340e-02  1   310    9
  30 0.000 0.239696    1.5854806e+00   -9.1563300e-03   -5.9691716e-01   -1.8639271e-02  1   311    9
  30 0.000 0.095429    1.5958748e+00   -2.3403919e-02   -9.1693494e-01   -1.5536157e-02  1   320    9
  30 0.000 0.411745    1.5830631e+00   -2.2676284e-02   -9.7576909e-01   -2.0465693e-02  4   331    9
  30 0.000 0.374980    1.5710130e+00   -1.8770629e-02   -8.6279679e-01   -4.6226366e-02  1   334    9
  30 0.000 0.075555    1.5703492e+00   -2.2076872e-02   -8.8677207e-01   -1.3719242e-02  1   342    9
  30 0.000 0.183584    1.5792989e+00   -4.7497307e-02   -6.2075113e-01    2.0863723e-02  1   354    9
  30 0.000 0.081969    1.5994978e+00   -2.1905105e-02   -1.0348665e+00   -2.3053770e-02  1   358    9
  31 2.215 0.090129    1.4986136e+00   -4.9640534e-02   -1.0288031e+00   -3.0347040e-02  1   331    9
  31 2.215 0.174494    1.5558988e+00    6.1373858e-02   -5.3863634e-01   -3.7670960e-02  1   337    9
  30 0.000 0.066210    1.6762005e+00   -2.4135890e-02    4.8162609e-01    3.5556412e-03  1   317   11
  33 2.505 0.251310   -7.8440793e+00   -1.2693979e-01   -1.7099962e-01    1.9108353e-02  1   340   12
  30 0.000 0.151212    1.6071223e+00   -2.2563351e-02    6.4215233e-01    9.7340287e-03  1   323   14
  30 0.000 0.084618   -1.5407193e+00    1.8917118e-02   -3.6752107e-01   -1.2054421e-02  1   327   17
  41 2.278 0.377591   -2.3703143e+00   -3.4025698e-02    9.2340391e-01   -1.7728038e-02  1   305   24
  31 2.215 0.010192    1.3094085e+00   -2.1951232e-02   -6.1821668e-01   -1.5715396e-02  1   333   27
  29 1.571 0.406430   -1.0858368e+00    3.8792278e-03   -1.1346073e+00    4.7540129e-03  1   363   28
  29 1.571 0.521846   -3.1765331e-01   -6.5459090e-03   -1.1728704e+00   -1.6941434e-02  1   357   31
  31 2.215 0.404062    1.0793797e+00   -2.3550866e-02   -1.0174387e+00   -2.6031990e-02  1   301   40
  31 2.215 0.340034    1.1486716e+00   -2.0917258e-02   -9.9047213e-01   -2.0822053e-02  1   304   40
  31 2.215 0.267593    1.1412883e+00   -9.8378807e-03   -8.1907582e-01   -2.9417887e-02  1   336   40
  31 2.215 0.488905    1.2211845e+00   -2.4909525e-02   -7.3902487e-01   -1.5779719e-02  1   343   40
  31 2.215 0.374045    1.4443549e+00   -5.7090682e-02   -9.0169276e-01    1.2194890e-02  1   324   43
  30 0.000 0.041384    1.5155159e+00   -1.8531565e-02   -2.4046178e-01   -3.6065141e-03  1   403    1
  30 0.000 0.232427    1.5197451e+00    2.6040226e-02    2.8620453e-01   -5.6449601e-02  1   404    1
  30 0.000 0.023840    1.5171707e+00   -2.0363012e-02   -3.1728673e-01   -2.9131724e-03  1   407    1
  30 0.000 0.121974   -1.5196902e+00    2.1785345e-02    6.5063161e-02   -1.4368085e-03  1   408    1
  30 0.000 0.018558   -1.5165362e+00    2.0782579e-02   -1.2065846e-01   -5.7359052e-05  1   409    1
  30 0.000 0.176990    1.5211279e+00   -2.2137245e-02    2.2394000e-01    5.5622178e-04  1   413    1
  30 0.000 0.036642    1.5196914e+00   -2.0966514e-02    1.7466505e-01    6.1087761e-03  1   414    1
  30 0.000 0.278119   -1.5172874e+00   -5.0654230e-03   -1.8002861e-02   -2.6617208e-02  1   418    1
  30 0.000 0.324892    1.5160037e+00   -2.4536800e-02    1.8002518e-01   -1.6073198e-03  1   419    1
  30 0.000 0.082685   -1.5182471e+00    2.1828624e-02    7.9339249e-02   -1.8197958e-04  4   424    1
  30 0.000 0.184539    1.5181806e+00   -2.2362960e-02   -1.1783542e-01    2.9257081e-03  1   426    1
  30 0.000 0.098354    1.5181159e+00   -1.9457369e-02   -1.0792347e-01    7.2669608e-03  1   430    1
  30 0.000 0.006247    1.5169900e+00   -1.9043323e-02   -2.2019258e-01    8.0191613e-03  1   432    1
  30 0.000 0.200261    1.5178853e+00   -2.0044737e-02   -1.4482890e-01    2.0536379e-03  1   436    1
  30 0.000 0.049146   -1.5161454e+00    1.8878828e-02    9.9849733e-02    6.2648081e-03  4   440    1
  30 0.000 0.327222    1.5174519e+00   -2.2372974e-02   -9.2874685e-02    2.6786445e-03  4   442    1
  30 0.000 0.046461   -1.5148243e+00    2.0875258e-02   -2.2725347e-01   -6.4023721e-04  4   443    1
  30 0.000 0.073064    1.5161227e+00   -2.0601188e-02    3.0347877e-01    2.2022237e-03  1   448    1
  30 0.000 0.057803    1.5154537e+00   -1.8176064e-02   -2.3817295e-01   -3.5199288e-03  1   454    1
  30 0.000 0.065901    1.5152067e+00   -2.0920080e-02    4.9616307e-02    2.7782186e-03  1   459    1
  30 0.000 0.019453    1.5168829e+00   -2.0186866e-02    2.9658135e-01    5.0850681e-03  1   461    1
  32 2.463 0.158751    3.9490704e+00    6.1485571e-02    1.7652397e+00    4.4632917e-02  1   442    1
  33 2.505 0.227911   -4.8394930e+00   -7.4124267e-02   -9.0338328e-01    5.4536756e-03  1   415    1
  33 2.505 0.429570    4.4741986e+00    8.2340664e-02   -2.6223338e-01   -2.2525504e-03  1   424    1
  35 1.571 0.776403   -7.2959688e-01    8.9065620e-03   -2.2457900e+00   -8.2388507e-03  1   440    1
  36 0.000 0.330269    2.3894767e+00   -2.1301115e-02   -3.2074719e-01   -4.3219856e-03  1   441    1
  37 2.349 0.114187    1.3518721e+00   -8.4403560e-03   -1.8340072e+00   -1.1730472e-02  1   443    1
  38 0.808 0.000246   -1.7442337e+00    1.6866987e-02   -1.3575188e+00   -8.6059332e-03  1   431    1
  30 0.000 0.380239    1.5194844e+00   -2.3745262e-02    4.0892530e-01    4.3261056e-03  1   425    3
  30 0.000 0.321594   -1.6815436e+00    2.2618900e-02   -9.7310540e-02    6.7534159e-04  1   455    4
  30 0.000 0.040065   -1.7818714e+00    2.4430707e-02   -3.0709694e-03   -3.4470974e-03  1   460    4
  30 0.000 0.293353    1.5422522e+00   -2.2667569e-02    2.0387854e-01    5.7845494e-03  1   421    6
  30 0.000 0.268924    1.5276088e+00   -2.3551763e-02    1.3676191e-01    5.3362862e-03  1   444    6
  33 2.505 0.127910   -5.5939544e+00   -9.8815557e-02    2.1368653e+00   -2.8894211e-02  1   420    6
  30 0.000 0.337580    1.8261962e+00   -2.4410803e-02    1.3238181e-01    3.7457087e-03  1   422    7
  33 2.505 0.364512    1.6999344e+00    4.0424358e-02   -1.5270486e+00    1.8864691e-02  1   412    8
  33 2.505 0.364274    1.6551131e+00    3.1998789e-02   -1.3857998e+00    1.9226134e-02  1   463    8
  37 2.349 0.976272    1.3455058e+00   -1.3081636e-02   -1.3999151e+00   -1.1696533e-02  1   428    8
  29 1.571 0.224992    1.6162483e+00    2.4744424e-03   -1.1140997e+00   -1.0976675e-02  1   437    9
  30 0.000 0.257806    1.5575941e+00   -1.7294810e-02   -6.6998556e-01   -1.3402208e-02  1   401    9
  30 0.000 0.168941    1.5762119e+00   -2.0669019e-02   -7.8702362e-01   -1.3817156e-02  1   417    9
  30 0.000 0.292420    1.5645217e+00   -1.9389324e-02   -1.0012528e+00   -1.7557761e-02  1   427    9
  30 0.000 0.570626    1.5841589e+00   -2.3180097e-02   -1.0499302e+00   -1.7678746e-02  1   429    9
  30 0.000 0.322911    1.5775907e+00   -1.7983017e-02   -1.0434341e+00   -1.9115554e-02  1   435    9
  30 0.000 0.417214    1.5642954e+00   -1.8953864e-02   -9.9157551e-01   -1.6460551e-02  1   449    9
  30 0.000 0.194449    1.5669712e+00   -1.9505729e-02   -3.7780010e-01   -6.3139979e-03  1   450    9
  31 2.215 0.076575    1.5345591e+00   -2.1930607e-02   -5.5974880e-01   -5.9022188e-03  1   438    9
  31 2.215 0.003180    1.5574322e+00   -2.3423568e-02   -1.0822224e+00   -2.1384208e-02  1   457    9
