# 1=icoll 2=c_rotation 3=s 4=x 5=xp 6=y 7=yp 8=nabs 9=np 10=ntu
  30 0.000 0.197754    1.5967421e+00   -2.2597375e-02    5.0063699e-01    5.5375394e-03  1   108    1
  30 0.000 0.171898    1.5983787e+00   -1.9087019e-02    1.0106835e-01   -9.6886680e-04  1   109    1
  30 0.000 0.027411   -1.6011005e+00    2.1429484e-02   -1.5587414e-01   -3.6729402e-04  1   112    1
  30 0.000 0.140917   -1.5957163e+00    2.0521136e-02    8.0973054e-02   -6.3889840e-04  1   117    1
  30 0.000 0.115823    1.5961088e+00   -2.0606541e-02    9.5708346e-02   -6.1021154e-04  1   118    1
  30 0.000 0.248950   -1.5961848e+00    2.4954816e-02   -1.6474142e-01   -5.3567976e-03  4   121    1
  30 0.000 0.327941    1.5966492e+00   -1.5415246e-02   -2.8590880e-01   -3.5069502e-03  1   128    1
  30 0.000 0.169964   -1.5999468e+00    2.0540816e-02   -2.4888446e-01    2.7154824e-03  4   130    1
  30 0.000 0.097118    1.5994939e+00   -2.0244305e-02    8.2134013e-02   -1.3797438e-03  1   131    1
  30 0.000 0.586980    1.5962021e+00    1.4625949e-03   -3.7910675e-01    2.1757906e-02  1   133    1
  30 0.000 0.091005   -1.5972079e+00    2.2232284e-02   -8.7327429e-02   -2.0762609e-03  1   134    1
  30 0.000 0.356756    1.5957379e+00   -2.0741863e-02    7.8647161e-02    1.9925622e-03  1   137    1
  30 0.000 0.101706    1.6027727e+00   -1.6177055e-02    2.9136526e-01   -2.4515939e-02  4   145    1
  30 0.000 0.088157    1.5974721e+00   -2.1947245e-02    3.1426094e-01    9.5879732e-03  1   146    1
  30 0.000 0.046851   -1.5957755e+00    2.1868916e-02   -1.0172621e-01    7.7084174e-05  1   147    1
  30 0.000 0.348319   -1.5967086e+00    9.8636245e-03    2.8692986e-01    4.3560004e-02  1   148    1
  30 0.000 0.560138    1.6029009e+00    1.0205797e-02    3.7013253e-01    2.3232046e-02  1   152    1
  30 0.000 0.302477   -1.5968575e+00   -5.9032730e-03   -2.9920828e-01   -7.9716266e-02  1   155    1
  30 0.000 0.208273    1.5948149e+00   -2.3812223e-02   -6.1683054e-02    5.2119797e-04  1   159    1
  30 0.000 0.046901    1.5965124e+00   -2.1237692e-02    7.8000145e-02    8.3548517e-04  1   160    1
  31 2.215 0.030063    1.5458601e+00   -2.6756483e-02   -6.0717862e-01   -2.7446193e-02  1   115    1
  33 2.505 0.464411   -1.2391102e+00   -9.9993935e-03    1.6392425e+00   -4.0049941e-02  1   120    1
  33 2.505 0.022646    2.5712513e+00    5.6035812e-02   -7.4583772e-01    7.5052956e-03  1   121    1
  33 2.505 0.021422   -7.9468267e+00   -1.5187485e-01   -3.7505505e+00    1.7522337e-02  1   145    1
  35 1.571 0.041632    3.7720276e+00    2.4928159e-02   -1.9156485e+00   -8.9145532e-03  1   130    1
  36 0.000 0.903522    2.1624564e+00   -2.7102920e-02   -1.1385598e-01    7.2370651e-03  1   151    1
  30 0.000 0.228965    1.6975623e+00   -1.8121917e-02    1.1806630e-01   -5.7267598e-03  1   123    4
  33 2.505 0.003335   -2.9528747e+00   -6.3077067e-02    3.1419897e+00   -2.1354452e-02  1   105    4
  30 0.000 0.042961    1.6696955e+00   -3.6848723e-02    3.2382834e-01    7.0173767e-03  1   125    6
  30 0.000 0.349318    1.6678236e+00   -2.1527882e-02    1.6323335e-01    3.0414745e-03  1   127    6
  30 0.000 0.316164    1.6268717e+00   -2.5051150e-02    7.4916790e-02   -5.5316440e-04  1   153    6
  30 0.000 0.396999    1.6973028e+00   -1.9732873e-02    5.4387899e-02   -2.4951455e-03  4   154    6
  30 0.000 0.504175    1.6436922e+00   -2.2999102e-02    5.3315104e-03    3.7752225e-04  1   157    6
  30 0.000 0.114310    1.6010157e+00   -2.5702477e-02   -1.1333322e-01   -6.9476655e-03  1   162    6
  32 2.463 0.662398    3.6714905e+00    2.4385548e-02   -1.8535711e-01   -2.7521636e-02  1   154    6
  33 2.505 0.115853    1.6780912e+00    3.2670328e-02   -1.0134723e+00    1.1607265e-02  1   104    8
  33 2.505 0.811766    1.7049121e+00    2.8186024e-02   -1.1718497e+00    1.5093919e-02  1   122    8
  33 2.505 0.803536    1.6748089e+00    1.3572349e-02   -1.0447684e+00    3.9192860e-02  4   129    8
  33 2.505 0.861064    1.7435124e+00    3.4284315e-02   -9.7387114e-01    7.5176051e-03  1   135    8
  33 2.505 0.834943    1.6845103e+00    3.4566016e-02   -9.7229177e-01    1.0164340e-02  1   138    8
  33 2.505 0.953763    1.6931684e+00    8.0326610e-02   -9.7117713e-01    4.4263177e-02  1   161    8
  34 0.710 0.501643   -1.6705790e+00   -2.7006766e-02   -1.1521872e+00    1.3021028e-02  1   102    8
  34 0.710 0.672959   -1.6816687e+00   -2.8111376e-02   -1.1601720e+00    1.6865192e-02  1   124    8
  34 0.710 0.183169   -1.6941059e+00   -2.9759834e-02   -1.1419264e+00    1.5473388e-02  1   144    8
  36 0.000 0.597920    1.8724002e+00   -1.5117704e-02   -1.2426743e+00   -6.5970033e-03  1   110    8
